Tous	HP:0000001
Diverticule cardiaque	HP:0100571
Diverticule ventriculaire	HP:0100571
Diverticule cardiaque fibreux	HP:0100572
Anévrisme ventriculaire congénital	HP:0100572
Diverticule cardiaque musculaire	HP:0100573
Tumeur des voies biliaires	HP:0100574
Néoplasie des voies biliaires	HP:0100574
Tumeur de la vésicule biliaire	HP:0100575
Néoplasie de la vésicule biliaire	HP:0100575
timide de l'amour	HP:0100576
Inflammation de la vessie	HP:0100577
Cystite de la vessie	HP:0100577
Inflammation de la vessie	HP:0100577
Lipoatrophie	HP:0100578
Atrophie de la graisse	HP:0100578
Perte de tissu adipeux dans une zone localisée	HP:0100578
Perte de tissu adipeux dans une zone localisée	HP:0100578
Télangiectasies muqueuses	HP:0100579
Œsophage de Barrett	HP:0100580
Syndrome de Barret	HP:0100580
Œsophage de Barrett	HP:0100580
Œsophage de Barrett	HP:0100580
Œsophage de Barrett	HP:0100580
Endobrachyoesophage	HP:0100580
Dilatation des calices rénaux	HP:0100581
Caliceal dilatation	HP:0100581
Coup de chaleur	HP:0100581
Mégacalicose	HP:0100581
Polypose nasale	HP:0100582
Polypes nasaux	HP:0100582
Polypose nasale	HP:0100582
Polypes du nez	HP:0100582
Perforation cornéenne	HP:0100583
Iridocèle	HP:0100583
Endocardite	HP:0100584
Télangiectasie de la peau	HP:0100585
Télangiectasie de la peau	HP:0100585
Pyurie stérile	HP:0100586
Leucocyturie aseptique	HP:0100586
Morphologie anormale du prépuce	HP:0100587
Anomalie du préputium	HP:0100587
Paraphimose	HP:0100588
Fistule urogénitale	HP:0100589
Fistule rectale	HP:0100590
Abcès péritonéal	HP:0100592
Calcification du cartilage	HP:0100593
Toile œsophagienne	HP:0100594
Camptocormie	HP:0100595
Nares absentes	HP:0100596
Abouphalie	HP:0100596
Aplasie des narines	HP:0100596
Aplasie/Hypoplasie des narines	HP:0100596
Narines manquantes	HP:0100596
Œdème pulmonaire	HP:0100598
Excès de liquide dans les poumons	HP:0100598
Œdème pulmonaire	HP:0100598
Œdème pulmonaire	HP:0100598
Œdème pulmonaire	HP:0100598
Poumon humide	HP:0100598
Pénis bifide	HP:0100599
Diphallie	HP:0100599
Duplication du pénis	HP:0100599
Transposition pénoscrotale	HP:0100600
Scrotum prépénile	HP:0100600
Éclampsie	HP:0100601
Prééclampsie	HP:0100602
Pré-éclampsie	HP:0100602
Toxémie de grossesse	HP:0100603
Trouble hypertensif de la grossesse	HP:0100603
Toxémie de la grossesse	HP:0100603
Tumeur de la lèvre	HP:0100604
Tumeur des lèvres	HP:0100604
Tumeur des lèvres	HP:0100604
Néoplasie de la lèvre	HP:0100604
Tumeur de la lèvre	HP:0100604
Tumeur de la lèvre	HP:0100604
Tumeur du larynx	HP:0100605
Tumeur du système respiratoire	HP:0100606
Tumeur du système respiratoire	HP:0100606
Tumeur du système respiratoire	HP:0100606
Dysménorrhée	HP:0100607
Règles douloureuses	HP:0100607
Métrorragie	HP:0100608
Saignement utérin anormal	HP:0100608
Saignements intermenstruels	HP:0100608
Taches menstruelles	HP:0100608
hyperménorrhée obsolète	HP:0100609
Hyperphénylalaninémie maternelle	HP:0100610
Taux sanguin élevé de phénylalanine chez la mère	HP:0100610
Kystes glomérulaires multiples	HP:0100611
Maladie rénale glomérulocystique	HP:0100611
Tumeur odontogène	HP:0100612
Tumeur odontogène	HP:0100612
Tumeur odontogène	HP:0100612
Décès au début de l'âge adulte	HP:0100613
Décès au début de l'âge adulte	HP:0100613
Myosite	HP:0100614
Inflammation musculaire	HP:0100614
Tumeur de l'ovaire	HP:0100615
Tumeur des ovaires	HP:0100615
Tumeur de l'ovaire	HP:0100615
Cancer de l'ovaire	HP:0100615
Néoplasie ovarienne	HP:0100615
Tumeur ovarienne	HP:0100615
Tumeur ovarienne	HP:0100615
Tératome testiculaire	HP:0100616
Séminome testiculaire	HP:0100617
Néoplasie à cellules de Leydig	HP:0100618
Tumeur à cellules de Sertoli	HP:0100619
Néoplasie à cellules de Sertoli	HP:0100619
Germinome	HP:0100620
Dysperminome	HP:0100621
Crise maternelle	HP:0100622
Convulsions maternelles	HP:0100622
Anomalie des corps caverneux	HP:0100623
Sclérose des corps caverneux	HP:0100624
Thorax élargi	HP:0100625
Cage thoracique large	HP:0100625
Thorax large	HP:0100625
Insuffisance hépatique chronique	HP:0100626
Insuffisance hépatique chronique	HP:0100626
Déplacement du méat urétral	HP:0100627
Déplacement de l'orifice urétral externe	HP:0100627
Déplacement de l'orifice urétral externe masculin	HP:0100627
Diverticule œsophagien	HP:0100628
Poche œsophagienne	HP:0100628
Fente faciale médiane	HP:0100629
Fente faciale médiane	HP:0100629
Néoplasie du nasopharynx	HP:0100630
Tumeur nasopharyngée	HP:0100630
Tumeur du nasopharynx	HP:0100630
Tumeur du nasopharynx	HP:0100630
Tumeur du nasopharynx	HP:0100630
Tumeur de la glande surrénale	HP:0100631
Néoplasie surrénalienne	HP:0100631
Séquestration pulmonaire	HP:0100632
Lésion kystique du poumon	HP:0100632
Œsophagite	HP:0100633
Inflammation de l'œsophage	HP:0100633
Inflammation de l'œsophage	HP:0100633
Œsophagite	HP:0100633
Tumeur neuroendocrinienne	HP:0100634
Néoplasie neuroendocrinienne	HP:0100634
Paragangliome carotidien	HP:0100635
Paragliome pulmonaire	HP:0100636
Néoplasie du nez obsolète	HP:0100637
Tumeur du pharynx	HP:0100638
Néoplasie du pharynx	HP:0100638
Tumeur du pharynx	HP:0100638
Tumeur du pharynx	HP:0100638
Tumeur du pharynx	HP:0100638
Dysfonction érectile	HP:0100639
Érection anormale	HP:0100639
Anomalies érectiles	HP:0100639
Kyste laryngé	HP:0100640
Tumeur du cortex surrénalien	HP:0100641
Néoplasie corticale surrénalienne	HP:0100641
Tumeur de la médullosurrénale	HP:0100642
Néoplasie médullaire surrénalienne	HP:0100642
Anomalie de couleur des ongles	HP:0100643
Anomalie de couleur des ongles	HP:0100643
Anomalie de couleur des ongles	HP:0100643
Dyschromie des ongles	HP:0100643
Mélanonychie	HP:0100644
Cystocèle	HP:0100645
Hernie vésicale	HP:0100645
Prolapsus de la vessie	HP:0100645
Vessie tombante	HP:0100645
Vessie prolabée	HP:0100645
Thyroïdite	HP:0100646
Inflammation de la glande thyroïde	HP:0100646
Maladie de Graves	HP:0100647
Maladie de Basedow	HP:0100647
Tumeur de la langue	HP:0100648
Tumeur de la cavité buccale	HP:0100649
Lésion de la cavité buccale	HP:0100649
Tumeur de la cavité buccale	HP:0100649
Tumeur de la cavité buccale	HP:0100649
Tumeur vaginale	HP:0100650
Néoplasie vaginale	HP:0100650
Tumeur vaginale	HP:0100650
Tumeur vaginale	HP:0100650
Diabète sucré de type I	HP:0100651
Diabète sucré de type I	HP:0100651
Diabète sucré insulino-dépendant	HP:0100651
Diabète sucré juvénile	HP:0100651
Diabète de type 1	HP:0100651
Diabète de type I	HP:0100651
Névrite optique	HP:0100653
Névrite optique rétrobulbaire	HP:0100654
Névrite rétrobulbaire	HP:0100654
Anomalie de la paroi thoraco-abdominale	HP:0100656
Fente thoraco-abdominale	HP:0100656
Éventration thoraco-abdominale	HP:0100657
Coélosomie	HP:0100657
Kélosomie	HP:0100657
Cellulite	HP:0100658
Infection bactérienne de la peau	HP:0100658
Infection cutanée	HP:0100658
Infections cutanées	HP:0100658
Morphologie vasculaire cérébrale anormale	HP:0100659
Anomalie des vaisseaux sanguins cérébraux	HP:0100659
Anomalie du système vasculaire cérébral	HP:0100659
Dyskinésie	HP:0100660
Trouble des mouvements musculaires involontaires	HP:0100660
Dyskinésies	HP:0100660
Dyskinésie	HP:0100660
Névralgie du trijumeau	HP:0100661
Tic douloureux	HP:0100661
Chondrite	HP:0100662
Inflammation cartilagineuse	HP:0100662
Synotie	HP:0100663
Angio-œdème	HP:0100665
Œdème angioneurotique	HP:0100665
Angio-œdème	HP:0100665
œdème de Quincke	HP:0100665
œdème de Quincke	HP:0100665
Duplication intestinale	HP:0100668
Duplication intestinale	HP:0100668
Duplication intestinale	HP:0100668
Pigmentation anormale de la muqueuse buccale	HP:0100669
Couleur anormale de la muqueuse buccale	HP:0100669
Couleur anormale de la muqueuse buccale	HP:0100669
pigmentation anormale de la cavité buccale	HP:0100669
pigmentation anormale de la muqueuse buccale	HP:0100669
Pigmentation anormale de la muqueuse buccale/gencive	HP:0100669
Trabécularisation métaphysaire grossière	HP:0100670
Trabéculation grossière au niveau des métaphyses	HP:0100670
Trabéculation osseuse rugueuse	HP:0100670
Trabéculation grossière de l'os	HP:0100670
Morphologie anormale de l'os trabéculaire	HP:0100671
Forme anormale de l'os spongieux	HP:0100671
Anomalie de la trabéculation osseuse	HP:0100671
Hernie vaginale	HP:0100672
Hydrocèle vaginale	HP:0100673
Hématocèle vaginale	HP:0100674
Pyocèle vaginale	HP:0100675
Lymphocèle vaginale	HP:0100676
varices vulvaires	HP:0100677
Rides prématurées de la peau	HP:0100678
Rides prématurées de la peau	HP:0100678
Peau ridée	HP:0100678
Manque d'élasticité de la peau	HP:0100679
Peau tendue	HP:0100679
Duplication œsophagienne	HP:0100681
Atrésie trachéale	HP:0100682
Tumeur des glandes salivaires	HP:0100684
Cancer de la glande salivaire	HP:0100684
Néoplasie des glandes salivaires	HP:0100684
Tumeur de la glande salivaire	HP:0100684
Tumeur de la glande salivaire	HP:0100684
Morphologie anormale des fibres de Sharpey	HP:0100685
Morphologie anormale des fibres de Sharpey	HP:0100685
Anomalie des fibres de Sharpey	HP:0100685
Anomalie des fibres de Sharpey	HP:0100685
Anomalie de l'enthèse	HP:0100685
Enthésite	HP:0100686
Inflammation des fibres pointues	HP:0100686
Inflammation des fibres pointues	HP:0100686
Polyotie	HP:0100687
Diminution de l'épaisseur cornéenne	HP:0100689
Cornée fine	HP:0100689
Dystrophie cornéenne centrale en mosaïque	HP:0100690
Anomalie de la courbure de la cornée	HP:0100691
Courbure cornéenne accrue	HP:0100692
Forte courbure cornéenne	HP:0100692
Iridodonèse	HP:0100693
Torsion tibiale	HP:0100694
Lipœdème	HP:0100695
Neurofibrosarcome	HP:0100697
Tumeur maligne de la gaine du nerf périphérique	HP:0100697
Tumeur maligne de la gaine du nerf périphérique	HP:0100697
Schwannome malin	HP:0100697
Neurosarcome	HP:0100697
Neurofibromes sous-cutanés	HP:0100698
Cicatrices	HP:0100699
Tissu cicatriciel	HP:0100699
Cicatrices	HP:0100699
Morphologie anormale de l'arachnoïde	HP:0100700
Anomalie de l'arachnoïde	HP:0100700
Anomalie de l'arachnoïde	HP:0100700
Pie-mère anormale	HP:0100701
Anomalie de la pie-mère	HP:0100701
Kyste arachnoïdien	HP:0100702
Kystes arachnoïdiens	HP:0100702
Sac rempli de liquide situé dans la membrane entourant le cerveau ou la moelle épinière	HP:0100702
Poussée de la langue	HP:0100703
Poussée de la langue	HP:0100703
Déficience visuelle cérébrale	HP:0100704
Cécité corticale	HP:0100704
Déficience visuelle corticale	HP:0100704
Déficience visuelle corticale/cérébrale	HP:0100704
IVC	HP:0100704
Morphologie anormale des cellules gliales	HP:0100705
Anomalie des cellules gliales	HP:0100705
Morphologie anormale des oligodendroglies	HP:0100706
Anomalie de l'oligodendroglia	HP:0100706
Morphologie anormale des astrocytes	HP:0100707
Anomalie des astrocytes	HP:0100707
Morphologie anormale des microglies	HP:0100708
Anomalie de la microglie	HP:0100708
Réduction des oligodendroglies	HP:0100709
Impulsivité	HP:0100710
Impulsif	HP:0100710
Impulsivité	HP:0100710
Morphologie anormale de la colonne thoracique	HP:0100711
Anomalie de la colonne thoracique	HP:0100711
Morphologie anormale de la colonne lombaire	HP:0100712
Anomalie de la colonne lombaire	HP:0100712
Comportement d'automutilation	HP:0100716
Auto-agression	HP:0100716
Automutilation	HP:0100716
L'automutilation	HP:0100716
Comportement d'automutilation	HP:0100716
Comportements d'automutilation	HP:0100716
Comportement d'automutilation	HP:0100716
Comportements d'automutilation	HP:0100716
Morphologie anormale du cément	HP:0100717
Anomalie du cément	HP:0100717
Rupture utérine	HP:0100718
Colombe de lentille	HP:0100719
Hypoplasie du cartilage de l'oreille	HP:0100720
Cartilage de l'oreille sous-développé	HP:0100720
Lymphadénopathie médiastinale	HP:0100721
Ganglions lymphatiques enflés au centre de la poitrine	HP:0100721
Ganglions lymphatiques enflés au centre de la poitrine	HP:0100721
Tumeur du stroma gastro-intestinal	HP:0100723
Tumeur du stroma gastro-intestinal	HP:0100723
Tumeur stromale gastro-intestinale	HP:0100723
Tumeurs stromales gastro-intestinales	HP:0100723
Tumeur stromale gastro-intestinale	HP:0100723
Tumeurs stromales gastro-intestinales	HP:0100723
Tumeur stromale gastro-intestinale	HP:0100723
Tumeur du stroma gastro-intestinal	HP:0100723
ESSENTIEL	HP:0100723
Hypercoagulabilité	HP:0100724
Hyperviscosité sanguine	HP:0100724
Thrombophilie	HP:0100724
Lichénification	HP:0100725
Sarcome de Kaposi	HP:0100726
Histiocytose	HP:0100727
Néoplasie des cellules germinales	HP:0100728
Grand visage	HP:0100729
Grand visage	HP:0100729
Grand visage	HP:0100729
Grand faciès	HP:0100729
Kyste bronchogénique	HP:0100730
Fente faciale transversale	HP:0100731
Fente faciale latérale	HP:0100731
Fibrose pancréatique	HP:0100732
Tumeur de la glande parathyroïde	HP:0100733
Néoplasie parathyroïdienne	HP:0100733
Anomalie de la morphologie de l'épiphyse vertébrale	HP:0100734
Forme anormale de la partie terminale de l'os vertébral	HP:0100734
Anomalie des épiphyses vertébrales	HP:0100734
Crise hypertensive	HP:0100735
Morphologie anormale du palais mou	HP:0100736
Anomalie du palais musculaire	HP:0100736
Anomalie du palais mou	HP:0100736
Anomalie du velum	HP:0100736
Anomalie de la membrane palatine	HP:0100736
Morphologie anormale du palais dur	HP:0100737
Anomalie du palais dur	HP:0100737
Anomalie du palais secondaire	HP:0100737
Comportement alimentaire anormal	HP:0100738
Comportement alimentaire anormal	HP:0100738
Comportement alimentaire anormal	HP:0100738
Boulimie	HP:0100739
Boire et purger	HP:0100739
Tumeur vasculaire	HP:0100742
Tumeur des vaisseaux sanguins	HP:0100742
Tumeur des vaisseaux sanguins	HP:0100742
Tumeur du rectum	HP:0100743
Tumeur rectale	HP:0100743
Tumeur rectale	HP:0100743
Anomalie de l'articulation huméroradiale	HP:0100744
